itemId,itemType,itemPrice,itemRating,itemOwner
52c867cb585ec4af15e672f731f4c983,plant,27,2.7,e8ce9b880d0b40f430529cf9fc46e1dc
8fe31041eeb4974b0cf167f089ad92a1,equirement,146,2.9,4de566a1b9bed1ee379c5b543f7a0bf5
dd6b5232c955a97dc3376ecc7b307d93,material,127,4.8,bf4582a5e4c3f8c1793818f640a32a80
1d9695ae257210a4194b60c44d50dee9,material,1681,4,9f31fef5bda2c2b2c005e87ec2ae484a
82cfb8fea50f41feaed8d6d05370fa7c,equirement,200,3.7,e8ce9b880d0b40f430529cf9fc46e1dc
c886a8f6df9149c0da66d478fdd2e045,plant,464,4,6aad89f2750dc5d8b752171ba778d469
bf026de2362a94db08422daf96f997b0,equirement,285,4.9,3620441abceb81726b9670db2aefc534
c277067312958cde5534a27ff4c9d4c2,flower,215,4.6,bf4582a5e4c3f8c1793818f640a32a80
189c7b0c4cf508428db343adac0ecb49,plant,40,3.6,c9b2f7fdc374578e8f9d7df8955191f7
48ac58c5f31c6c3d35ec8c79d4285bf6,material,53,4.5,6aad89f2750dc5d8b752171ba778d469
ec0dfa136b9f6dd6d84c0e00ff7e7e7b,flower,214,3.9,cdde156ae93dd158da4b24173caf8603
f588fa80273aaf8dc34a4d5ab8035a89,flower,100,3.7,f309663ba7242343f1d03cba981bbf3c
eac69b68eedb91be7e559d3585a88b90,cactus,89,5,cdde156ae93dd158da4b24173caf8603
3b4fc56c5ce7bea7c1e582a6ea22a37a,plant,187,3.9,52ae47a7d6db2dda5641ab1ccf4f32a6
d0e8522763d5645d261eaee897db3752,flower,87,3.4,8457acbc900e0186c3584e85a1e4ef78
e1c9fc80c2a88fdacdced5aac57ad4c0,equirement,213,4.7,159895d4e8944de0ca97e409a2bc67cc
8ad7302de93531973378ab1ffc377b47,plant,32,5,e3a5812d0abc7edc1deb63cd95a181f0
601808bc45d00e598924d400e0471b13,equirement,181,1.5,290aa50af9a3316a268003e3139424d0
45f2c6d089fa5146bd59ccf8c9aeca90,plant,72,3.2,80685b6d4f6e3b01b3565f97e04d73db
9cf554817ac8b4d30b22f8c1f7156c82,plant,233,3.8,707a6b45eb1591ee9f6cd38bbff1b0f6
2372936b41b359f2b60a7c3b6ccf80e4,material,67,4.4,ea0c52b4193e34720bbef11441aceb4f
bdf25a6e007c257b3d28b31d51c7a818,plant,13,4.2,5cc3c62a11f506124eaa72082a9a891e
6d56735be82ed9c59f4b7affd674e2d3,material,342,3.3,5c3e5231c33c87d0c2032d84ca86e829
bc2638338cc5174cd2845d9b3a0337ef,plant,23,4.6,2d9faafad051d8e060b7fa18d417495e
0cde6d19cc6f9fe441f132653658f6c5,equirement,69,4.2,290aa50af9a3316a268003e3139424d0
d102be11e640f5c202d3f66d43c4a9ec,cactus,92,4.8,c0224839afdd3c297d6f330fae4512d7
f95999c756425ba723c57d6c8dfcbf4b,material,77,4.1,9f31fef5bda2c2b2c005e87ec2ae484a
fbac06d4d1f4742fd5ecbdadb23928ae,material,1374,4.7,f15b20a2ecd6d505cc99eebbb8599bed
d6d5ae622fdb41aa41ad0a23752d7ac1,equirement,194,4.9,52ae47a7d6db2dda5641ab1ccf4f32a6
eef7d0c02a6e3256532536ad676a03f7,flower,40,4.4,c0e3beafcdc4027575b42168a240f3af
0ecd290a697bc16ce789467ea1e72e27,plant,328,3.8,5f45cdb4804d0a5a864cdbb994a53ab9
1338b26a1c44a54a430f441910a0c29d,equirement,188,1.7,0db2af8b27c1adab8dd51ac3a556fecc
e12c7b767ef3da107891c3c0f8cf06f8,material,475,4.2,495a7e0da0a4da78bff697ba8db08867
c0cefc752e991baf31ed3a8c9e693aa8,flower,35,4.4,4e5698cd99a94bc9cfe2b52a815b555f
d10fe0127cf3ac6dad920d27825be10f,equirement,1867,4.1,e8ce9b880d0b40f430529cf9fc46e1dc
7e88fda712706f9b9e507a8a61843e61,material,546,3.6,f15b20a2ecd6d505cc99eebbb8599bed
09edc11a812860a5100b118dd79181cf,seed,260,4.1,159895d4e8944de0ca97e409a2bc67cc
21d726abc20b85b68fcf76eeb5116c37,plant,244,4.8,db44853d8d9222aea2a328338d11c907
0964b8094c21a7e720e8cbbb1b1689dd,plant,87,2.1,c29305d849cacf796c05bc93353c2063
359eebc21603c82c362d6d22f43f4d1b,material,986,5,5cc3c62a11f506124eaa72082a9a891e
0ae440dbb5967f8fbb215bc2166c65d3,plant,111,2.7,2188d74832626f2f8e3b0918acc09ae5
2d00c891ba847419946c7a87e970b7e6,material,35,3.4,f15b20a2ecd6d505cc99eebbb8599bed
8866174ddd7e26998e4a2f64bef3ad15,flower,56,2.9,4646c1d8d3cb29e7a5e7b1da23f2431a
e0c3d45b69be87966276d5ba1f75f1c4,equirement,142,4.9,0485407bde76b3add11279fff4293b56
196b530530bdffaacc463092f579409e,material,1795,4.8,290aa50af9a3316a268003e3139424d0
e09efad809cc0cdf12d62f1827485c00,plant,457,4.3,ea1fad71af64e3584170c68ea5bd51df
513f4709b6f4d073a7fb9c6699f1c168,seed,438,2.6,0485407bde76b3add11279fff4293b56
750dc0625a3c5f7f1e3bf3f288c0993f,seed,1222,3,71ce48adb8c70367134e967cbb763cd2
15d75bb5e223a65e0be80cb48d1d1746,plant,74,4.9,2188d74832626f2f8e3b0918acc09ae5
2c5176b7033f4f524c6331daecd95e1b,plant,70,4.5,80685b6d4f6e3b01b3565f97e04d73db
83b92ea8eac6766dcd74dbfd7b7353bc,equirement,216,4.6,6aad89f2750dc5d8b752171ba778d469
4f05b5f4592edbf9fc9071d6c1704098,cactus,15,4.7,229530889237d6f4269eb2a591e2b02f
46a595fe785ba57d1ab14046e71e7f44,flower,107,4.5,c0224839afdd3c297d6f330fae4512d7
d885252f03d24d08467b90d076778f84,material,320,4.3,ea0c52b4193e34720bbef11441aceb4f
3c8af021a68d596f8d96b7137f4dd558,equirement,211,4.6,2b58d86e972ade0227868e3590f1367b
39f5200207c69e1edf8e5dcc9ebaa90e,equirement,445,3.9,290aa50af9a3316a268003e3139424d0
af7dcf4c577144e0efe4be32a35f1b80,equirement,318,3.6,87a63a2a554fdbe10c72d5ba5400ba98
de0d8dc280cda15b3aae4ce48d097604,plant,1210,4.9,cf6e9113fccb0c53bdb9f13b9b9e3d32
0558bd8854b8db2295c286bc11cfb8ae,equirement,205,2.1,4de566a1b9bed1ee379c5b543f7a0bf5
9da9aba84216c0ac4ec8f056ed19ec9d,flower,851,4.5,6aad89f2750dc5d8b752171ba778d469
f76abbd6073d93ae7142e8b45096d908,plant,77,4.9,a787cf987ee0f2e1e11d8f0833820108
de4740ea1bc6c1a6e8caa73038d1367f,material,16,1.5,3620441abceb81726b9670db2aefc534
fd5e06f65c9cce464ee1faeebd1e32ee,material,45,3.7,707a6b45eb1591ee9f6cd38bbff1b0f6
1731c2908bdf09e3810351f8774221e9,equirement,146,4.5,1804f6e25ac9aa953fcbce091288b937
639737823be47e638547fec1100d73c3,cactus,47,4.6,2b58d86e972ade0227868e3590f1367b
f14afb0ca79397daaf1594f77b137df8,plant,269,4.9,f309663ba7242343f1d03cba981bbf3c
b47255538c1101baafb2081a611b5d3f,material,80,4.6,e3a5812d0abc7edc1deb63cd95a181f0
4c529cb72287c12f1b193fbcf1ae13f0,seed,254,4,0485407bde76b3add11279fff4293b56
f6d43d1f5e12aee429629121a8a2b83e,flower,185,2.9,a334463bf0bae0002891746a97315734
ff44c2cb9da66ec1d1938ac449983601,plant,413,4.7,5c3e5231c33c87d0c2032d84ca86e829
038e6ed1cda95a69e4f4b6ab6580f33a,material,739,3.8,0b6c6970c933b7c7f416bd8ff5a92790
35002c3228793be25f4338a1d972e0ee,cactus,237,3.2,68d9ab86c1c7cb2c53b4bafadef39755
fa8b7657b134734d53d7a1aa27ad2d5e,plant,197,4.7,e8ce9b880d0b40f430529cf9fc46e1dc
6e635faf6d17ccc1b9e42e75372ed43e,plant,192,4.3,68d9ab86c1c7cb2c53b4bafadef39755
45e1ef948ce5a0b7404aeb3c37eb6a54,flower,69,4.7,da70f11a1500a51dfbb4b3e13b18b959
3423835ffbeab326cc50df107c4f53f2,material,11,3.7,9f31fef5bda2c2b2c005e87ec2ae484a
6fc1224c8c180af9c0aa1cd703b05d36,material,495,1.1,f0759bde1e98f5283016a2be2dc5bf20
99ad3a1f7a028c6eb397dc34bb44e163,plant,65,4.8,ea0c52b4193e34720bbef11441aceb4f
20872237dadf625b0aa1cf8b87406886,material,33,4.6,e8ce9b880d0b40f430529cf9fc46e1dc
1afaf82bf9dbc2593e19fbd0ad0cb9ec,plant,33,2.7,0b6c6970c933b7c7f416bd8ff5a92790
cc588af5d4e10d5b52029779de6bf55e,seed,298,2,0485407bde76b3add11279fff4293b56
d4816b9f620001f97ca8086c1cf76a60,plant,48,2.4,4de566a1b9bed1ee379c5b543f7a0bf5
5e1f0227fd0592b1f6125ec12b71ec23,plant,99,2.6,2a11f213a728daf1ba23f9773dfa77c3
7a285eb0831eb5900caad17249625760,flower,498,3.7,db44853d8d9222aea2a328338d11c907
f018d8be3d077501343e08e141669084,flower,153,4.9,80685b6d4f6e3b01b3565f97e04d73db
aaf868753bd19e7a9fdbc20914e16146,flower,306,4,a334463bf0bae0002891746a97315734
a79db10069d610927c87f996dc493ee3,plant,33,2.8,6aad89f2750dc5d8b752171ba778d469
05810346e30c0d2c3c5bcd10cf72d23c,plant,194,4.3,0485407bde76b3add11279fff4293b56
63a5aa87e1ec0a377e7a72d57123f2f7,plant,42,4.2,0db2af8b27c1adab8dd51ac3a556fecc
bddd8c91d34b53bc31b008f6498266a8,cactus,225,2.7,da70f11a1500a51dfbb4b3e13b18b959
7de7e346428a7d319cb18b0845be54a1,material,1956,4.1,e3a5812d0abc7edc1deb63cd95a181f0
4262292c1e8df3bebb64aa4dbcc52a9e,plant,149,1.1,ea0c52b4193e34720bbef11441aceb4f
62428035e6757b9feac6c09c814bcfec,seed,879,3.3,cf6e9113fccb0c53bdb9f13b9b9e3d32
151466704eec15d4ce4ec8ada2a71e0b,flower,236,2.8,159895d4e8944de0ca97e409a2bc67cc
605a3ad27439268f10de7ab4840b56dc,plant,1094,2.6,0d8ce8dc3d9d4582eebd64bc26cba9fe
4fb9660b60320acdbdccbf6c87bf318d,plant,16,2.9,a334463bf0bae0002891746a97315734
74c96a07e22bb6e7a9aea54d6db31e97,flower,65,2.8,68d9ab86c1c7cb2c53b4bafadef39755
6ec49fc4060a0fef5b96c4d9dcadee8a,plant,463,4.7,f309663ba7242343f1d03cba981bbf3c
75384513cd320acc03eaa9acf72e0b56,material,92,4.3,495a7e0da0a4da78bff697ba8db08867
2990ea9d34825d3729c5a0e4521ecca7,material,81,4.7,9f31fef5bda2c2b2c005e87ec2ae484a
b701b0f9761d637080f04f5fcfcc653d,cactus,84,3.5,91a1fd0294047e19cd857739da71cfb4
27cb5cc2d7184af05c0d768da13f239a,flower,416,4.4,da70f11a1500a51dfbb4b3e13b18b959
408179007da15557b2f093caf6941b5b,cactus,67,4.5,d0e132c1e555458df2fb1d0a698d3011
9ef56dbe9127b6a2ef2f155dae5a3b07,plant,1170,3.2,2d9faafad051d8e060b7fa18d417495e
e2c692faaf4097aaeca03c59ca3138e3,material,154,1.6,e8ce9b880d0b40f430529cf9fc46e1dc
8a99a2e814e4e3548234970ab9d2fe3a,cactus,77,5,05480571f4d63e1d79a0b97fdff41af5
dca4b238dbbb7de382c4e0c51cd7736a,material,395,4.8,0d8ce8dc3d9d4582eebd64bc26cba9fe
05953e87fa882f400083b982d128447e,equirement,90,4.5,9f31fef5bda2c2b2c005e87ec2ae484a
e9dbee4f420e38c629dffa727008a6f5,seed,92,4.2,1804f6e25ac9aa953fcbce091288b937
c0e9642fbb1e1ea5afa57b3f96852c0d,flower,52,4.4,5f45cdb4804d0a5a864cdbb994a53ab9
72e499653961d336e47161c61fbd0b98,flower,366,2.5,f309663ba7242343f1d03cba981bbf3c
f130d44d6120aba92f6e1324dddc23e6,plant,98,4.2,da70f11a1500a51dfbb4b3e13b18b959
f3f65a46076543323efa9e2d491654d4,cactus,367,3.9,4646c1d8d3cb29e7a5e7b1da23f2431a
cc1612260c96ceeb4e74f117468ca1da,plant,33,4.6,4646c1d8d3cb29e7a5e7b1da23f2431a
c332feb12bf1609bcdde5a2711a5eb2b,equirement,139,4.8,d0e132c1e555458df2fb1d0a698d3011
dd2a0913d28fd8936dd206a7bc8c64be,flower,40,4.9,229530889237d6f4269eb2a591e2b02f
7a0ef53e96560245a07661ab66ec7402,flower,108,1.2,2a11f213a728daf1ba23f9773dfa77c3
ca4aeb3ca09e0e7a7d18f8ee8f071c54,plant,373,3.9,e8ce9b880d0b40f430529cf9fc46e1dc
46911dba30912e76fe824a51f9523bae,material,1335,4.3,495a7e0da0a4da78bff697ba8db08867
4e8749166036ed6a48ab93b4cd3a3a13,material,98,4.6,229530889237d6f4269eb2a591e2b02f
ebf41ffb1006d8d411e307a08f24f666,flower,347,3.1,bf4582a5e4c3f8c1793818f640a32a80
62bdb78cbc0e5a0f3bdde52cd15754b6,material,32,3.8,6aad89f2750dc5d8b752171ba778d469
0bd85a2ccb41659d7d4b0b86ff546af8,cactus,23,3.6,cdde156ae93dd158da4b24173caf8603
94de6a9c3eb975b1603af9770bde3e08,material,62,4.2,6aad89f2750dc5d8b752171ba778d469
0c38b3ec122d0b22bab8b52ff85f9a36,material,20,4.9,0485407bde76b3add11279fff4293b56
154e6036f78331a69c4a15dffd1b9feb,flower,447,3.7,e3a5812d0abc7edc1deb63cd95a181f0
8f2f9f764428ec250e6def7c9a2014df,material,1779,2.1,2d9faafad051d8e060b7fa18d417495e
a01805c3c3c193217c2966724d5f5092,equirement,98,3.4,5cc3c62a11f506124eaa72082a9a891e
32a5afab5030215d15ba6394380b9377,flower,264,4.1,c9b2f7fdc374578e8f9d7df8955191f7
a47f2f5c5609e37c7247665dc524be9d,plant,56,5,1804f6e25ac9aa953fcbce091288b937
c5e2cd6ec66cf1a79053a17357d5cbdf,plant,353,4.6,5f45cdb4804d0a5a864cdbb994a53ab9
e11b32a28e91343e4d1d6aa84d641ae6,equirement,145,3,52ae47a7d6db2dda5641ab1ccf4f32a6
50f7d8c7fe8c0a38d29b80e9bfbff3c0,equirement,467,3.9,0db2af8b27c1adab8dd51ac3a556fecc
dc5af74cff4f646f176d729db6df9a72,equirement,234,4.3,585d6dffba11e28292a90bfbc6477682
923fc3486447146fd1bf30494dae4187,material,99,4,c0e3beafcdc4027575b42168a240f3af
87664e53eb83dbd73df62898e5f5d788,plant,208,2.4,ea0c52b4193e34720bbef11441aceb4f
9368938b36bc111ac0ccde47553ce8f3,cactus,75,3.1,159895d4e8944de0ca97e409a2bc67cc
3ff636c5a0881b8a41464e345eb9a9e8,flower,203,3.3,4646c1d8d3cb29e7a5e7b1da23f2431a
705a0ba10ee7e97432f6edd3d1328c6d,flower,74,2.6,4e5698cd99a94bc9cfe2b52a815b555f
ecf40417d50fd91e795da3159e3b708e,equirement,154,1.8,9f31fef5bda2c2b2c005e87ec2ae484a
87bfbf06966b691f6dd30233ff440112,equirement,206,4.7,6aad89f2750dc5d8b752171ba778d469
e5c784aee2c8995a67250909eecf6396,equirement,399,3.1,5c3e5231c33c87d0c2032d84ca86e829
45b9278c5e709231b40baca1818324d7,plant,413,3.2,05480571f4d63e1d79a0b97fdff41af5
db323973a6f5b10d6a1200e9a9e9b8f2,plant,100,4.4,87a63a2a554fdbe10c72d5ba5400ba98
9f9b0a4ccd34cd11447e2b6cdc05b532,plant,77,2.8,87a63a2a554fdbe10c72d5ba5400ba98
c6dd957161c62c5e7ac7cdc0f4f6bb9f,plant,234,4.6,5c3e5231c33c87d0c2032d84ca86e829
d4406c381b9cfb95f9d0710f7dbf1eb4,plant,72,3.8,2188d74832626f2f8e3b0918acc09ae5
7ef2f155702127536e840d341cb03b90,plant,34,2.8,2d9faafad051d8e060b7fa18d417495e
912df2f5ecb2960529ed07cd23f3cb4a,equirement,306,4.4,cf6e9113fccb0c53bdb9f13b9b9e3d32
a74c1c66c41470798a8ecbe253ec8912,seed,1087,2.8,da70f11a1500a51dfbb4b3e13b18b959
941b2ffc3e345572afc7686456363fa3,cactus,209,3.7,52ae47a7d6db2dda5641ab1ccf4f32a6
5f9851e7fd122fba250540c24aa0e68c,material,1312,3.5,c0224839afdd3c297d6f330fae4512d7
66019ca86e056ff3bf7122839985a964,plant,843,3.9,68d9ab86c1c7cb2c53b4bafadef39755
ebdd8acce7a8b5925570dbe48049d862,plant,40,3.6,0485407bde76b3add11279fff4293b56
d0a42401b78f4e07734036ec450431dd,seed,122,4.7,91a1fd0294047e19cd857739da71cfb4
d230a0c38084f753c50092195ac82a54,equirement,130,3.4,5cc3c62a11f506124eaa72082a9a891e
b9982f754709f7b76a36028e58e11958,cactus,91,4.7,91a1fd0294047e19cd857739da71cfb4
758555caf87f852149f23e52c4403ee1,plant,69,3.1,c1ffc8fb01b1255b64fa7db9f06c7c03
2c5cd2480dc50f3ae8ac639ba08eb5ec,flower,76,4,05480571f4d63e1d79a0b97fdff41af5
9e1748ecf182ac26074a51391fcdb3c0,plant,41,4.5,707a6b45eb1591ee9f6cd38bbff1b0f6
6ca8fbfbfa8a40816df721dab1936848,plant,354,4,2a11f213a728daf1ba23f9773dfa77c3
0c8ae6d77ab4bff78f240a1c1797a49c,flower,779,2.6,87a63a2a554fdbe10c72d5ba5400ba98
80e6e4233e585fc1e6841b7ed7679a25,flower,39,4,0485407bde76b3add11279fff4293b56
11b285fbc62a1f59a39e009b44b88a59,flower,59,2.9,cdde156ae93dd158da4b24173caf8603
704c83ff923a5c2c13734a6d83214b15,plant,37,4.8,c29305d849cacf796c05bc93353c2063
4a2d400e90a7cd2cade84e376ec5e9a5,flower,32,3,4e5698cd99a94bc9cfe2b52a815b555f
fb5e7150825d2b40787ded8ce5a93e5c,plant,448,4.1,f309663ba7242343f1d03cba981bbf3c
6c358d6e6fd915fddfe82d2132b3fb71,seed,910,3.7,6aad89f2750dc5d8b752171ba778d469
6c9a085621d84d191c9fd914aa305f25,plant,56,2.9,229530889237d6f4269eb2a591e2b02f
21bdea644877ff5144b0b1fc25a6ee6b,plant,226,2.7,0db2af8b27c1adab8dd51ac3a556fecc
79d732705542a2bb6434af663f5321d9,plant,134,3,e8ce9b880d0b40f430529cf9fc46e1dc
3a3a5e9863baaa3251c80ed5b715e9aa,seed,573,4.5,a5b5593584cbbec115b278ec7d8e90da
7f8970d024c8f9f8894ad38d69b0201d,plant,66,4.6,0b6c6970c933b7c7f416bd8ff5a92790
392dae445b60fd7c9862cd58fa06cb5e,equirement,178,4.5,f15b20a2ecd6d505cc99eebbb8599bed
6dd1240f377ee3e705467c9454cab20b,flower,36,4.5,2b58d86e972ade0227868e3590f1367b
66045f95183961ff7368b259741c8a8d,cactus,20,4.7,52ae47a7d6db2dda5641ab1ccf4f32a6
26af716a064a45cd0999c468e4aecc2c,plant,183,4.1,2a11f213a728daf1ba23f9773dfa77c3
ea9370e8e74e3bb343d86b21e34a97c9,cactus,21,4.9,290aa50af9a3316a268003e3139424d0
55e6b8d159b702312e432016e1ccdbd8,equirement,470,3,6aad89f2750dc5d8b752171ba778d469
d727ddf625f91269b650e427595d18c0,plant,113,4.9,f0759bde1e98f5283016a2be2dc5bf20
0b9497b1cd5859761f1c395d7f37973d,plant,141,4,9f31fef5bda2c2b2c005e87ec2ae484a
2eb610f9b8dc1ed4016e07bc03ac648b,seed,188,4.1,c0e3beafcdc4027575b42168a240f3af
633b7ceb9fe7ae71e02d89e13a410cf8,equirement,146,4.4,6aad89f2750dc5d8b752171ba778d469
870b18fd8a25e167afe85ff1a9498c40,equirement,127,2.6,8457acbc900e0186c3584e85a1e4ef78
0d1eac297621e1555ea01ed4ca466e00,flower,102,4.8,9f31fef5bda2c2b2c005e87ec2ae484a
b9730e1f82fd8168b41390d8da0df9cf,flower,56,4.9,7dddb08341eee17659d2dc198d623654
f54d7f26b3184967cc761fd171efe113,material,85,4.3,cdde156ae93dd158da4b24173caf8603
9a475652c2b9eaa466e29c13ca377bc8,plant,13,3.6,495a7e0da0a4da78bff697ba8db08867
6047a14b97cb7d50e36b553f1d8abb52,equirement,243,5,05480571f4d63e1d79a0b97fdff41af5
9d2da1ec6f77f4c106cfca4e7f5c285e,flower,43,4.9,4de566a1b9bed1ee379c5b543f7a0bf5
082ee4441d0343932c6cc693952e2cd5,equirement,212,2,5c3e5231c33c87d0c2032d84ca86e829
bd02f83793c60b83e9c782affe83110b,plant,149,2.7,db44853d8d9222aea2a328338d11c907
a8c71a445bfc7b9fb97b495bf82e24ac,plant,104,3.6,c9b2f7fdc374578e8f9d7df8955191f7
a5a434d10cdbfe53da360cbb0a9c73b1,plant,121,4.6,5c3e5231c33c87d0c2032d84ca86e829
f7bd4ab4c334441a9bea2fa5a784c274,flower,309,4.6,2a11f213a728daf1ba23f9773dfa77c3
721bcc318d9cd50253a337fd9aeef6e3,flower,1237,3.4,e2f195be8e2e162cc1c93d90a611362d
e883bb043d898a155d2a610c827977d4,material,306,2.8,c1ffc8fb01b1255b64fa7db9f06c7c03
d023c42c3ecbe642c04bf75c35fdf0b9,flower,136,2.5,91a1fd0294047e19cd857739da71cfb4
f906292d40a3fc6af18cfb97815cc8c4,plant,217,4.9,71ce48adb8c70367134e967cbb763cd2
6c091a7fb420f8e5201bf43dc18323f3,equirement,104,4.9,da70f11a1500a51dfbb4b3e13b18b959
fa9cdd602dfb7d7967f6bc05004f4559,flower,269,4.4,9f31fef5bda2c2b2c005e87ec2ae484a
d2bd4e34dbd4dcf4f2efd6d50fec11d0,equirement,49,3.3,8a0b58428c5dadf5b3ddd5e5e9f26a09
a9dbbab34f78f4603c18e5b9491fc014,material,189,3.8,e3a5812d0abc7edc1deb63cd95a181f0
11bb4effc70ad13909b881a28750a389,equirement,137,1.6,229530889237d6f4269eb2a591e2b02f
1d38ff4abf557d0d8737276483f031e6,flower,82,4.8,2188d74832626f2f8e3b0918acc09ae5
e560a7e49e07b930ff1b3ad6bee84a42,plant,295,5,ea0c52b4193e34720bbef11441aceb4f
f19a36e1031976fca14b4d5b43257151,material,1234,3.4,290aa50af9a3316a268003e3139424d0
dc791d73b5773ea4346e5b8a4b29e88d,flower,293,3.1,585d6dffba11e28292a90bfbc6477682
8aaa9459d3653a28caa4f327e5992ca7,seed,205,4.8,0db2af8b27c1adab8dd51ac3a556fecc
da2fbff17e40642a2612709ba7bcf053,plant,137,3.1,bf4582a5e4c3f8c1793818f640a32a80
bebd2db64ac52281d7b7e190e376ed7f,material,183,4.6,cf6e9113fccb0c53bdb9f13b9b9e3d32
0898e8a76b8e8be492c0b08a9a551735,flower,440,3.1,68d9ab86c1c7cb2c53b4bafadef39755
3a81c175424e3577ee29b16d82012d98,material,1775,4,f0759bde1e98f5283016a2be2dc5bf20
7438a353805f379f9f9504b80a037379,seed,221,4.5,585d6dffba11e28292a90bfbc6477682
9b1d2a7a07d252556d0c7872432c5810,plant,112,3.4,ea0c52b4193e34720bbef11441aceb4f
e71358f261500563917c994600cf5270,plant,364,3,db44853d8d9222aea2a328338d11c907
f26dcf7618550ae1774251fa130153db,seed,79,3.8,495a7e0da0a4da78bff697ba8db08867
debe3d57aaaeab46d4845971a9ed8a25,cactus,43,4.5,05480571f4d63e1d79a0b97fdff41af5
a398591700d542ee40fe99f1b8b1bbef,plant,67,4.4,05480571f4d63e1d79a0b97fdff41af5
6fcf927a40239bb1b21ba4dead978e84,material,61,5,0b6c6970c933b7c7f416bd8ff5a92790
588a84ddd29ed759cd9e5d1fd8d6672c,flower,46,2.5,3620441abceb81726b9670db2aefc534
c147e6d0cd5411e650657f15f9d0602f,seed,851,4.6,4de566a1b9bed1ee379c5b543f7a0bf5
